trip10%,trip1%,passenger10%,passenger1%
12349,116263,11993,117783
12350,116264,11995,118205
12370,116726,12014,118256
12371,116727,12019,118281
12403,116900,12040,118777
12404,116976,12045,118929
12439,116977,12049,118956
12440,117093,12060,119013
12441,117228,12063,119118
12467,117229,12101,119202
12468,117278,12106,119447
12477,117279,12141,119767
12478,117424,12163,119796
12482,117798,12182,119821
12483,117837,12192,119998
12505,117838,12203,120090
12511,118086,12218,120158
12512,118087,12219,120177
12513,118094,12238,120272
12535,118095,12247,120294
12536,118301,12266,120300
12563,118302,12268,120343
12564,118428,12272,120428
12614,118429,12281,120440
12617,118767,12282,120475
12618,118768,12298,120744
12631,118938,12314,120759
12638,118939,12317,120905
12639,119411,12328,121069
12653,119412,12332,121133
12685,119493,12340,121329
12686,119494,12345,121393
12697,119756,12349,121654
12730,119757,12372,121672
12731,119764,12383,121713
12737,119765,12389,121807
12738,119766,12396,121840
12801,119839,12398,121921
12802,119840,12404,121962
12807,119985,12429,122059
12808,119986,12430,122307
12824,120025,12432,122310
12825,120026,12435,122413
12835,120119,12440,122429
12836,120120,12441,122461
12840,120431,12449,122498
12841,120515,12458,122499
12842,120516,12459,122679
12843,120517,12465,122732
12849,120665,12471,122775
12898,120666,12482,123121
12926,120676,12483,123244
12932,120677,12498,123468
12933,120856,12519,123576
12937,120943,12522,123684
12938,120944,12533,123813
12945,121163,12537,124000
12946,121393,12540,124004
12991,121394,12573,124059
13036,121398,12600,124062
13102,121399,12604,124231
13103,121637,12605,124287
13149,121638,12607,124376
13150,122294,12612,124384
13221,122801,12629,124429
13225,122802,12638,124530
13226,122803,12639,124734
13227,123061,12640,124799
13228,123285,12642,124820
13242,123286,12643,124850
13243,123410,12647,124936
13249,123458,12662,125253
13250,123459,12668,125295
13251,123608,12669,125470
13255,123609,12677,125648
13256,123749,12681,125804
13277,123750,12703,125820
13278,123751,12728,126015
13298,123928,12738,126028
13299,123929,12747,126043
13319,124119,12763,126078
13320,124279,12795,126086
13342,125123,12808,126163
13367,125133,12811,126175
13370,125134,12817,126306
13371,125197,12820,126340
13374,125402,12825,126388
13392,125499,12833,126400
13393,125500,12836,126596
13435,125563,12848,126611
13436,125564,12853,126743
13437,125751,12861,126778
13438,125752,12864,126852
13439,125753,12866,126914
13459,125890,12867,126936
13471,125891,12897,127143
13476,125962,12907,127384
13477,125967,12912,127424
13540,126013,12938,127503
13541,126014,12940,127522
13543,126288,12941,127529
13544,126289,12942,127561
13545,126619,12963,127691
13546,126674,12964,127783
13547,126675,12979,127839
13577,126718,12986,127879
13578,127439,13002,127897
13589,127440,13008,127902
13599,127441,13012,128024
13604,127945,13014,128092
13605,127946,13023,128189
13606,127947,13037,128237
13611,127948,13050,128710
13612,128101,13056,128836
13639,128102,13063,128905
13662,128156,13074,128989
13663,128157,13077,129074
13667,128318,13090,129150
13668,128319,13091,129400
13712,128430,13101,129737
13793,128431,13108,129743
13794,128432,13112,129747
13855,128433,13116,129786
13856,128673,13120,129879
13887,128674,13137,129898
13890,128729,13147,129923
13891,128730,13156,129995
13896,128845,13161,130019
13897,128846,13166,130033
13898,128885,13171,130189
13899,129280,13203,130350
13992,129281,13206,130471
13993,129495,13218,130576
13994,129555,13230,130580
13995,129556,13243,130635
14000,129719,13281,130690
14001,129749,13286,130778
14004,129750,13303,130788
14006,130177,13328,130815
14146,130902,13348,131237
14147,130916,13354,131370
14201,130917,13362,131435
14202,131204,13367,131585
14208,131205,13370,131698
14209,131312,13381,131717
14223,131313,13382,131988
14226,131314,13400,132251
14231,131330,13412,132462
14232,131331,13439,132488
14234,131354,13452,132503
14242,131355,13459,132646
14266,131537,13466,132660
14267,131538,13479,132725
14270,131838,13484,133113
14271,132058,13493,133169
14294,132059,13499,133239
14297,132163,13524,133253
14298,132541,13535,133458
14328,132542,13544,133652
14329,132763,13557,133960
14335,132770,13567,133970
14336,132860,13570,133976
14343,132861,13577,133983
14350,133675,13592,134137
14385,133676,13605,134236
14386,133777,13623,134297
14406,133778,13639,134389
14407,133928,13644,134564
14410,133929,13671,134588
14411,134370,13677,134768
14425,134371,13679,134839
14426,134372,13695,134975
14437,134778,13707,135141
14438,134779,13719,135155
14452,134780,13722,135228
14453,135187,13735,135265
14454,135188,13738,135278
14455,135370,13763,135309
14487,135459,13799,135341
14488,136012,13814,135434
14527,136013,13833,135581
14528,136014,13837,135594
14596,136161,13851,135682
14597,136162,13862,135719
14619,136284,13878,135770
14620,136285,13901,136005
14621,136709,13910,136018
14640,136846,13915,136106
14641,136847,13924,136163
14642,136848,13945,136205
14643,136856,13947,136271
14644,136857,13950,136335
14645,136858,13969,136341
14653,136896,13970,136379
14654,136897,13979,136438
14655,136989,13985,136473
14656,136990,13991,136477
14677,137149,13998,136487
14702,137273,14001,136640
14703,137339,14006,136756
14718,137340,14030,136780
14739,137421,14031,136800
14740,137422,14039,136987
14746,137423,14044,137011
14747,137439,14056,137182
14758,137440,14065,137264
14775,137441,14114,137340
14776,137872,14122,137552
14778,137966,14132,137599
14811,137967,14134,137605
14812,137996,14138,137614
14815,137997,14153,137637
14816,138213,14163,137718
14831,138214,14165,137780
14832,138284,14168,137877
14841,138366,14197,138012
14842,138367,14202,138216
14853,138376,14209,138278
14863,138506,14211,138365
14864,138689,14213,138397
14897,138690,14220,138427
14898,138769,14245,138960
14910,138770,14250,139045
14912,138889,14266,139374
14913,138890,14278,139479
14916,139246,14287,139517
14917,139247,14291,139622
14918,139256,14294,139701
14930,139303,14298,139801
14931,139349,14316,139871
14932,139401,14322,139993
14938,139402,14333,140200
14939,139509,14334,140614
14996,139690,14353,140657
14997,139691,14358,140698
15009,139924,14386,140963
15010,139975,14389,141035
15015,140169,14392,141095
15016,140170,14403,141231
15017,140294,14406,141250
15068,140295,14412,141323
15090,140336,14414,141336
15091,140337,14423,141439
15105,141140,14427,141570
15106,141141,14429,141660
15138,141142,14432,141762
15159,141297,14433,141859
15170,141298,14460,142082
15265,141494,14491,142090
15287,141495,14500,142153
15288,141623,14503,142205
15351,141624,14510,142283
15352,141657,14514,142629
15384,141658,14528,142746
15461,141792,14530,142855
15474,141793,14550,143027
15475,141983,14554,143392
15516,141984,14555,143394
15517,142139,14577,143562
15549,142140,14597,143878
15550,142379,14602,144087
15553,142380,14608,144272
15554,142397,14620,144711
15562,142398,14625,144740
15563,142403,14628,144762
15575,142489,14631,145004
15591,142591,14635,145033
15592,143085,14641,145157
15622,143135,14658,145294
15640,143136,14665,145502
15641,143253,14667,145555
15647,143254,14696,145562
15650,143467,14698,145569
15651,143468,14700,145844
15662,144037,14711,145873
15663,144038,14715,145989
15666,144502,14722,146017
15667,144503,14738,146088
15668,144523,14745,146092
15682,144524,14757,146522
15683,144718,14784,146595
15690,144845,14800,146672
15691,144846,14829,146763
15696,144847,14837,146842
15697,144866,14841,146862
15709,144867,14849,146933
15710,144868,14865,146935
15737,144893,14866,146977
15738,144894,14871,147393
15739,144895,14883,147637
15740,144896,14893,147696
15741,144957,14910,147716
15766,145473,14925,147860
15767,145474,14926,147905
15769,145844,14949,147968
15779,145845,14982,148092
15823,145861,14999,148118
15824,145862,15000,148250
15846,145863,15004,148271
15847,146069,15020,148543
15866,146134,15024,148602
15867,146423,15029,148801
15872,146424,15035,148809
15873,146488,15057,148815
15880,146600,15063,148829
15881,146601,15072,148941
15890,146778,15074,149076
15891,146779,15081,149118
15907,146871,15100,149196
15908,146885,15105,149202
15956,146886,15119,149354
15957,146887,15130,149402
15968,147011,15139,149725
15969,147012,15141,149769
15970,147057,15160,149775
15971,147058,15175,149840
16005,147383,15193,149860
16006,147384,15207,149963
16007,147580,15214,150118
16008,147581,15216,150168
16046,147880,15220,150528
16047,147881,15231,150541
16072,148425,15245,150551
16073,148426,15247,150587
16089,148429,15250,150721
16090,148430,15276,150798
16096,148652,15320,150940
16181,148906,15341,150993
16182,148907,15362,151020
16187,149160,15377,151392
16206,149161,15381,151588
16207,149393,15399,151596
16215,149551,15403,151697
16216,149552,15435,151777
16238,149586,15436,151793
16239,149587,15444,151807
16358,150006,15455,151982
16370,150007,15466,152022
16371,150041,15471,152111
16376,150042,15477,152326
16379,150236,15492,152617
16384,150237,15534,152627
16385,150246,15556,152688
16399,150247,15559,152938
16400,150399,15569,152955
16402,150400,15581,152971
16403,150509,15593,153014
16410,150510,15594,153175
16411,150552,15598,153293
16437,150553,15614,153399
16438,150783,15617,153432
16448,150784,15620,153656
16452,150785,15626,153725
16453,150803,15627,153967
16466,150804,15635,153999
16467,151071,15636,154017
16476,151072,15643,154191
16477,151129,15653,154212
16486,151130,15655,154327
16487,151170,15663,154385
16492,151282,15674,154436
16493,151451,15686,154557
16494,151594,15711,154581
16495,151595,15719,154740
16499,151738,15736,154809
16500,151739,15739,154834
16501,151791,15740,154972
16508,151792,15771,155009
16509,151941,15789,155113
16544,152395,15804,155187
16545,152396,15810,155301
16546,152571,15811,155387
16547,152572,15821,155543
16548,152573,15861,155712
16563,152919,15874,155743
16564,152920,15880,155774
16565,152921,15886,155829
16567,153120,15902,155836
16568,153121,15925,155969
16585,153189,15942,156218
16586,153190,15966,156248
16587,153814,15967,156699
16592,153815,15970,156858
16593,154048,15981,156900
16594,154049,15997,157188
16595,154250,16017,157327
16596,154324,16027,157899
16608,154325,16042,158026
16609,154386,16049,158168
16610,154496,16094,158305
16633,154497,16108,158377
16689,154528,16111,158436
16690,154529,16114,158528
16705,154608,16125,158716
16706,154609,16141,158770
16707,155154,16144,158816
16708,155200,16149,159058
16709,155201,16153,159158
16774,155375,16162,159291
16775,155812,16168,159431
16776,156101,16180,159435
16777,156110,16190,159463
16789,156111,16194,159535
16802,156218,16204,159574
16803,156219,16208,159611
16854,156313,16220,159790
16855,156314,16222,159855
16901,156674,16239,159915
16902,156675,16242,159933
16904,157148,16259,159988
16905,157149,16261,160029
16911,157150,16268,160068
16912,157201,16270,160144
16916,157202,16273,160384
16917,157203,16282,160388
16921,157426,16290,160434
16922,157427,16295,160442
16953,157799,16298,160446
16954,157800,16309,160501
16985,157849,16317,160542
16986,157850,16328,160781
17017,157859,16342,160815
17018,158098,16351,161061
17025,158099,16371,161331
17026,158426,16383,161380
17027,158598,16385,161840
17063,158773,16396,161871
17064,158774,16464,161965
17065,159246,16475,162010
17066,159247,16484,162024
17072,159829,16490,162117
17086,159830,16491,162213
17087,159831,16497,162316
17169,159837,16509,162335
17170,159838,16515,162394
17171,159839,16517,162401
17181,159977,16543,162418
17182,159978,16545,162490
17195,159979,16547,162737
17243,160214,16548,162761
17244,160476,16573,163034
17247,160477,16582,163064
17248,160513,16583,163147
17262,160514,16601,163416
17263,161010,16612,163423
17295,161299,16617,163443
17304,161300,16621,163626
17306,161475,16629,163651
17328,161481,16664,163681
17337,161482,16675,163715
17338,161760,16709,163826
17339,161761,16717,163930
17340,161794,16729,163969
17341,161989,16762,163985
17349,161990,16767,164069
17358,162212,16768,164207
17359,162213,16778,164220
17381,162354,16784,164451
17382,162355,16795,164507
17388,162930,16801,164520
17389,162931,16819,164563
17416,162932,16846,164633
17417,163401,16847,164657
17427,163402,16878,164671
17473,163404,16880,164755
17474,163405,16886,164866
17477,163623,16892,164975
17478,163624,16910,164991
17479,163758,16926,165017
17481,163759,16947,165051
17488,164321,16961,165059
17489,164443,16965,165086
17508,164444,16967,165107
17509,164481,16971,165135
17514,164653,16976,165231
17515,165397,16985,165271
17553,165398,16992,165288
17577,165405,16995,165632
17593,165406,16997,165877
17594,165441,17020,166179
17641,165442,17023,166346
17642,165505,17040,166596
17653,165506,17044,166629
17654,165627,17052,166701
17669,165628,17058,166789
17670,166070,17069,166895
17671,166071,17081,167107
17709,166159,17085,167112
17710,166160,17086,167235
17740,166986,17123,167359
17750,166987,17155,167370
17753,166988,17158,167413
17760,167058,17171,167531
17761,167059,17177,167546
17762,167098,17178,167642
17794,167099,17202,167938
17795,167816,17218,168017
17813,167817,17224,168290
17817,167818,17228,168296
17818,167885,17234,168641
17823,168175,17236,168795
17824,168176,17242,168820
17841,168201,17244,168961
17842,168206,17251,168974
17872,168207,17254,169107
17873,168312,17260,169167
17874,168313,17266,169209
17875,168823,17286,169317
17891,168824,17304,169345
17892,168894,17310,169369
17903,168895,17350,169717
17904,168903,17362,169733
17905,168904,17364,169809
17908,168962,17384,170141
17909,168963,17389,170367
17910,169165,17396,170577
17911,169166,17403,170660
17918,169191,17407,170697
17919,169192,17418,170849
17920,169354,17435,170999
17921,169355,17450,171069
17946,169705,17451,171127
17953,169706,17453,171147
17975,169707,17454,171374
17976,169716,17457,171436
17989,169719,17464,171717
17990,169720,17473,172095
18005,170266,17482,172117
18058,170267,17504,172396
18059,170291,17511,172626
18070,170292,17514,172825
18077,170389,17515,172929
18078,170390,17519,172951
18083,170486,17531,173071
18084,170487,17536,173210
18107,170613,17537,173310
18108,170614,17539,173464
18120,170707,17541,173524
18121,170708,17546,173550
18122,171418,17561,173575
18135,171419,17564,173626
18136,171534,17579,173641
18138,171541,17588,173652
18139,171542,17589,173661
18144,171949,17598,173709
18145,171950,17601,174044
18182,171961,17609,174180
18183,172263,17614,174196
18186,172443,17617,174205
18187,172444,17618,174227
18216,172481,17633,174396
18217,172589,17634,174420
18255,172590,17646,174522
18256,173216,17647,174651
18267,173217,17667,174696
18296,173266,17673,174841
18297,173820,17679,174893
18307,173821,17692,174900
18308,173911,17694,175085
18311,174075,17708,175095
18312,174079,17725,175258
18328,174080,17728,175346
18329,174188,17735,175403
18330,174189,17737,175470
18350,174213,17744,175485
18351,174214,17786,175503
18381,174245,17793,175571
18382,174267,17813,175647
18410,174268,17823,175660
18411,174312,17828,175848
18421,174313,17836,175956
18424,174325,17838,175985
18425,174326,17841,176353
18426,174327,17845,176385
18440,174543,17851,176438
18441,174665,17859,176536
18442,174666,17865,176726
18466,174814,17867,177008
18511,174815,17871,177077
18512,174825,17885,177096
18546,174826,17903,177189
18547,174827,17924,177244
18548,175031,17930,177266
18549,175032,17957,177480
18560,175188,17971,177494
18654,175189,17977,177594
18689,175490,17985,177655
18690,175682,18007,177669
18692,175688,18011,177721
18693,175689,18013,177750
18694,175737,18027,178054
18708,175738,18028,178068
18709,175958,18040,178266
18743,176130,18050,178526
18830,176131,18052,178687
18831,176367,18053,179110
18832,176458,18054,179246
18833,176459,18076,179302
18894,176730,18088,179349
18895,176731,18092,179559
18933,176752,18094,179673
18936,176753,18104,179838
18987,176754,18106,179905
18994,176868,18113,179943
18995,177013,18121,180007
19060,177014,18140,180024
19061,177015,18142,180032
19087,177116,18146,180102
19088,177117,18178,180342
19102,177337,18187,180351
19138,177371,18196,180537
19139,177372,18208,180547
19148,177692,18217,180800
19149,177693,18220,180807
19151,177808,18229,181465
19154,177809,18257,181652
19165,178005,18261,181715
19166,178006,18266,181819
19254,178024,18275,181876
19313,178904,18278,181952
19314,179201,18279,182223
19321,179580,18286,182228
19322,179581,18296,182233
19323,179645,18313,182260
19337,179646,18345,182337
19338,179647,18349,182699
19374,180011,18351,182742
19375,180012,18358,182822
19379,180560,18364,182852
19413,180561,18365,182919
19430,180572,18376,183011
19439,180573,18384,183091
19454,180574,18405,183098
19463,180718,18406,183185
19464,180842,18446,183281
19498,180843,18450,183325
19506,180846,18478,183488
19507,180847,18494,183499
19513,180975,18496,183625
19517,181339,18532,183779
19518,181340,18543,183853
19622,181582,18572,184042
19623,181583,18577,184058
19625,181918,18586,184157
19626,181919,18587,184227
19634,182149,18609,184314
19635,182157,18613,184322
19666,182219,18618,184426
